Portfolio Manager ID,Property Name,Address,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes
3330972,Swenson CTE,2750 RED LION RD,19114,K-12 School,171922,1976,1,786441600,10485362.6,8822997.8,Not Available,Not Available,3,112.3,245.4,2590.5,1796.1,
3817037,Edmunds HR,1197 HAWORTH ST,19124,K-12 School,65570,1980,1,786182000,2251190.2,216587.5,10512288,Not Available,3,198,273.2,51.5,1076.7,
3330877,Stoddart-Fleisher,540 N 13TH ST,19123,K-12 School,108393,1926,1,781646000,1674336.6,794496.3,13767700.8,Not Available,2,149.8,184.5,733.9,1275.9,
3330903,Kearny,601 FAIRMOUNT AVE,19123,K-12 School,49000,1922,1,781088800,486687.7,7380284.9,Not Available,Not Available,2,160.6,189.3,475.6,453.3,
3960550,New Foundations Charter High School,4850 Rhawn Street,19136,K-12 School,50000,2012,1,884253450,4716376.9,1250850.5,Not Available,Not Available,1,119.3,322.5,244.7,663.7,
3687631,The Wistar Institute,3601 Spruce Street,19104,Laboratory,255427,1894,1,773542000,14584692.9,196531.8,Not Available,23914625.8,Not Available,196.1,337.3,10593.5,4575,
3667296,Monell Chemical Senses Center,3500 Market Street,19104,Laboratory,60000,1970,1,773702000,8993892.1,Not Available,Not Available,9373057.8,Not Available,306.1,658.6,3670.4,1968.8,
3643201,Jefferson Alumni Hall,1020 Locust Street,19107-6799,Laboratory,455711,1968,1,771016500,80073191.3,323408.8,Not Available,63687960.8,Not Available,316.2,720.6,29479.2,15796.3,
3643298,Bluemle Life Science Building,951 Locust Street,19107-5541,Laboratory,287286,1991,1,771015010,56115799.2,16962,Not Available,43973825.1,Not Available,348.5,797.5,8550.2,11000.6,
3849558,TRL 31st Street,125 S. 31st Street,19104,Laboratory,125000,2004,1,773717100,35281820.1,190589.3,Not Available,34902886.6,Not Available,563,1223.8,6225.8,7568.3,
3893238,La Salle #3 (Connelly Library),2101 W Clarkson St,19144,Library,104498,1988,1,776506000,5527617.4,1766431.2,Not Available,Not Available,Not Available,69.8,183.8,960,793.7,
3237331,NE Reg Library/ Health Center #10,2230 Cottman Street,19149,Library,58009,1962,2,786082700,4052091.2,3862195.8,Not Available,Not Available,Not Available,136.4,289.2,1311.3,718.1,
3237291,Central Library,1901 Vine Street,19103,Library,200680,1922,1,782598210,20480734.7,352604,Not Available,6865392.3,Not Available,138,363.5,4257.2,3220.2,
3642562,Scott Memorial Library,1020 Walnut Street,19107-5587,Library,111970,1976,1,771019000,16271538,Not Available,Not Available,5406431.6,Not Available,193.6,514.4,3380.4,2539.3,
3975948,"fmi direct mail advertising, inc",2100 Kubach Road,19116,Mailing Center/Post Office,60000,2000,1,884233850,1735322.4,1520962.1,Not Available,Not Available,Not Available,54.3,117.4,216.5,300.5,
3849554,Gershel Family Real Estate,7400 State Road,19136,Manufacturing/Industrial Plant,65000,1960,1,884255000,176826.6,7485.7,Not Available,Not Available,Not Available,2.8,8.7,383.8,22.8,
3861536,GMDC Philadelphia,2930 Jasper Street,19134,Manufacturing/Industrial Plant,84000,1895,1,884672600,232889.5,384923,Not Available,Not Available,Not Available,7.4,13.5,0,49.9,
3657531,"Altomare Precast, Inc.",4300 Wissahickon Avenue,19129,Manufacturing/Industrial Plant,146508,1910,1,884131500,1144625.7,Not Available,Not Available,Not Available,Not Available,7.8,24.5,Not Available,145,
3959332,Kenneth Bushnell,519 E. Chelten Ave,19144,Manufacturing/Industrial Plant,60000,1900,1,884245510,479188.1,Not Available,Not Available,Not Available,Not Available,8,25.1,Not Available,60.7,Our Building is Solar Powered and virtually net metered.
3767050,Select Holdings LLC,1800 W. Indiana Ave.,19132,Manufacturing/Industrial Plant,69049,1970,1,884066000,523400.8,296643.4,Not Available,Not Available,Not Available,11.9,28.3,458.7,82,
3839691,Gershel Brothers,7500 State Road,19136,Manufacturing/Industrial Plant,102000,1940,1,884255450,728000.4,939666.8,Not Available,Not Available,Not Available,16.3,32.1,994.8,142.1,
4096807,Brite Star Mfg.,2900 South 20th Street,19145,Manufacturing/Industrial Plant,234365,1940,1,884095070,3573206.8,602286.5,Not Available,Not Available,Not Available,17.8,50.6,2161.1,484.5,
3751437,"Charles Jacquin et Cie., Inc.",2633 Trenton Ave.,19125,Manufacturing/Industrial Plant,200000,1970,5,884104340,4213823.4,Not Available,Not Available,Not Available,Not Available,21.1,66.2,Not Available,533.6,
3795706,F P Woll & Company,10060 Sandmeyer Lane,19116,Manufacturing/Industrial Plant,52172,1978,1,884237500,483139.2,722194.5,Not Available,Not Available,Not Available,23.1,43.6,69.1,99.5,
3862942,"KRG Enterprises, Inc.",9901 Blue Grass Road,19114,Manufacturing/Industrial Plant,216000,1965,1,884274000,5318393.6,Not Available,Not Available,Not Available,Not Available,24.7,77.4,525.1,674.8,
3883890,Ardex Laboratories Inc,2050 Byberry Road,19116,Manufacturing/Industrial Plant,75440,1968,1,884235500,1157197.9,933788.5,Not Available,Not Available,Not Available,27.7,61.2,1206.4,196.1,
3979549,Churchville,1299 Unity Street,19124,Manufacturing/Industrial Plant,73918,1919,1,884344940,634230.7,1518485.9,Not Available,Not Available,Not Available,29.1,48.5,892.1,160.9,
3783041,"National Chemical Laboratories, Inc.",401 N 10th Street,19123,Manufacturing/Industrial Plant,365000,1949,1,884031400,2866842.6,Not Available,Not Available,7939017.9,Not Available,29.6,50.8,5471.1,1066,
3790242,Waste Management of PA - PTS,3605 Grays Ferry Ave,19146-2703,Manufacturing/Industrial Plant,80785,1984,4,884123105,2927374.2,Not Available,Not Available,Not Available,Not Available,36.2,113.8,570.4,370.7,
3916373,Metals USA,11200 Roosevelt Blvd.,19116,Manufacturing/Industrial Plant,85000,1966,1,884242000,2792380.8,283419.6,Not Available,Not Available,Not Available,36.2,106.7,157.1,368.6,
3859685,5000 PASCHALL AVENUE ASSOCIATES,5000 paschall avenue,19143,Manufacturing/Industrial Plant,110000,1940,1,884100500,1405061.6,2585494,Not Available,Not Available,Not Available,36.3,64.8,1280.7,315.1,
3954376,S. Walter Packaging,2900 Grant Ave,19114,Manufacturing/Industrial Plant,135000,1965,1,884224500,5193326.7,2245338.9,Not Available,Not Available,Not Available,55.1,138.3,323.7,776.9,
3697969,401-425 E Hunting Park Ave,401-425 E Hunting Park Ave,19124,Manufacturing/Industrial Plant,112000,1978,1,884184000,4922693.7,2721790.2,Not Available,Not Available,Not Available,68.3,163.5,1363.6,767.9,
3875956,Kingsbury - 10385 Drummond Rd,10385 Drummond Road,19154,Manufacturing/Industrial Plant,120350,1980,1,884285000,10613858.5,790486.9,Not Available,Not Available,Not Available,94.8,283.8,581.6,1386.1,
3643255,SPD Electrical,13500 Roosevelt Blvd.,19116,Manufacturing/Industrial Plant,165000,1984,1,884243200,14993102.5,2631680,Not Available,Not Available,Not Available,106.8,302.1,990.8,2038.4,
3667834,Dungan Facility,7722 Dungan Road,19111,Manufacturing/Industrial Plant,185000,1960,1,884221500,12641480.5,9182263.7,Not Available,Not Available,Not Available,118,266.7,2053.3,2088.2,
3790243,Ottens Flavors,7800 Holstein Avenue,19153,Manufacturing/Industrial Plant,90000,1999,1,884167800,7528427.9,4607952.6,Not Available,Not Available,Not Available,134.8,316.4,4720.3,1198,
3680647,MPN/ Active Radiator / Building 2,2251 Tioga Street,19134,Manufacturing/Industrial Plant,77000,1921,1,884201700,14013.8,10483518,Not Available,Not Available,Not Available,136.3,143.5,458.7,558.2,
3680639,MPN/Active Radiator / Building 1,3675 Amber Street,19134,Manufacturing/Industrial Plant,62000,1947,1,884839110,70919.8,8861680.5,Not Available,Not Available,Not Available,144.1,153.7,594.5,479.3,
3790606,Computer Components Corp,2751 Southampton Road,19154,Manufacturing/Industrial Plant,73515,1980,1,884291500,4687364.7,7707921.6,Not Available,Not Available,Not Available,168.6,310.3,1388.7,1002.7,
3929883,Philadelphia Cheesesteak Company,520 E. Hunting Park Avenue,19124,Manufacturing/Industrial Plant,136000,1955,1,884052400,21908465.6,5082834.1,Not Available,Not Available,Not Available,198.5,545.1,10009.7,3044.2,
3681375,Pepsi Bottling Group,11701 Roosevelt Blvd,19154,Manufacturing/Industrial Plant,228920,1969,2,884269000,32702866.7,22776757.7,Not Available,Not Available,Not Available,242.4,553,81210.9,5350.2,
4138956,Charles Ritter Inc,3333.S 3rd Street,19148,Manufacturing/Industrial Plant,66000,1964,1,884150500,17808313,882378.7,Not Available,Not Available,Not Available,283.2,861.3,4077.2,2430.8,
3881571,Mondelez International,12000 East Roosevelt Boulevard,19116,Manufacturing/Industrial Plant,620000,1955,1,884243000,62828022.1,138825897.3,Not Available,Not Available,Not Available,325.2,553.3,15035.6,15324.2,
3668376,David Michael and Co Inc,10801 Decatur Rd.,19154,Manufacturing/Industrial Plant,106420,1970,0,884279500,10772915.7,24594539.7,Not Available,Not Available,Not Available,332.3,560.5,6233.5,2669.5,
3892823,"Michel's Bakery, Inc.",5698 Rising Sun Avenue,19120,Manufacturing/Industrial Plant,100000,1950,1,884117500,8905429.2,28576598.8,Not Available,Not Available,Not Available,374.8,579.7,7566.9,2644.4,
3501878,287-West Philadelphia,4700 West Jefferson Street,19131,Manufacturing/Industrial Plant,57471,2009,0,884897402,4767686.5,17966599.7,Not Available,Not Available,Not Available,395.6,588.7,16980,1557.3,
3667832,Orthodox Facility,1100 Orthodox Street,19124,Manufacturing/Industrial Plant,114000,1960,0,884091500,23380586.7,25804021.8,Not Available,Not Available,Not Available,431.4,881.7,429.8,4330.3,
3507914,#61 Philadelphia,10080 Sandmeyer Lane,19116,Manufacturing/Industrial Plant,57471,1984,1,884237607,3950860.6,21225799.7,Not Available,Not Available,Not Available,438.1,603.7,30222,1626.8,
3974305,PaperWorks Industries Inc,5000 Flat Rock Road,19127,Manufacturing/Industrial Plant,530000,1800,60,884084504,213476420.3,1123733030,Not Available,Not Available,Not Available,2523,3491,217164.7,86672.8,
4075686,Adams 1300 LP,1300 Adams Ave.,19124,Manufacturing/Industrial Plant,60000,1929,4,884091000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.4,Not Available,
4177138,HADCO METAL,2811 charter road,19154,Manufacturing/Industrial Plant,81000,1968,1,884291000,3429145.3,Not Available,Not Available,Not Available,Not Available,42.3,132.9,346.6,459,
3952478,Constitution Health Plaza,1930 South Broad Street,19145,Medical Office,289700,1920,5,773010000,16699836.1,71788580.1,Not Available,Not Available,Not Available,320.6,463.1,9840.7,5924.8,
3892172,Cancer Treatment Centers of America,1331 East Wyoming Ave.,19124,Medical Office,168548,1983,2,778037515,37115394.8,61760829.7,Not Available,Not Available,Not Available,586.6,1076.2,13833.7,7978,
3880929,9501 Pavillion,9501 Roosevelt Blvd,19114,Medical Office,68776,1989,1,883088901,1099587.6,429025.5,Not Available,Not Available,100,22.2,56.8,1944.5,162,
1339876,3535 Market,3535 Market Street,19104,Medical Office,494608,1973,1,883073000,25643203.3,Not Available,Not Available,5926658.3,84,63.8,177.2,6680.6,3772.1,
3876067,centralized comprehensive human services,112 north Broad St,19102,Medical Office,106218,1896,1,883023400,3670090.5,Not Available,Not Available,2941227,68,62.2,141.8,2027.2,725.2,
3641781,925 Chestnut Street,925 Chestnut Street,19107,Medical Office,262308,1931,1,883313700,20273390.9,Not Available,Not Available,14335164,56,131.9,308.4,Not Available,3836.6,
3965683,JONES HALL,1316 W ONTARIO ST,19140,Medical Office,103361,2000,1,777557000,9213635.1,Not Available,Not Available,7157900.1,56,158.4,363.2,1057.5,1800.5,
3107955,Hall Mercer at PAH,251 south 8th st,19106,Medical Office,70902,1980,1,771004000,4859329.5,24.1,Not Available,3844680.4,47,122.8,280.4,2238.7,955.8,
3267057,Health Center #5,1900 N. 20th Street,19121,Medical Office,36260,1960,1,784552700,2630918.1,2231787.9,Not Available,Not Available,31,134.1,292.5,255.8,451.6,
3884927,Torresdale Medical Building,10810 Knights Road,19154,Medical Office,60122,1985,0,778017200,5645696.5,Not Available,Not Available,Not Available,26,93.9,294.9,Not Available,715,
3641728,Medical Office Building,1100-04 Walnut Street,19107-5563,Medical Office,82972,1985,1,771020500,9117061.9,909266,Not Available,655506,13,128.7,366,8498.6,1260.9,
3856432,Walnut Towers,834 Walnut St,19106,Medical Office,401018,1987,1,883400500,29505450.8,Not Available,Not Available,5485035.6,13,152.2,431.7,10904,4222.1,
3673215,Farm Journal,230 S. 7th St,19107,Medical Office,102855,1910,1,771005500,10204067.1,Not Available,Not Available,9132222.5,11,188,418.3,6404.6,2100.8,
3306120,Tuttleman Building,1844 South. St,19146,Medical Office,74460,1989,1,772036205,8424156.3,Not Available,Not Available,5955564.4,7,193.1,451.5,5605,1594.1,
3340008,3701 Market St.,3701 Market St.,19104,Medical Office,140913,2000,1,883073300,33874626,0,Not Available,Not Available,1,240.4,754.8,4883.5,4289.8,
3669913,United Artists Movie Theater,1400 S Christopher Columbus Blvd,19147,Movie Theater,77700,1992,1,882055250,5751297.9,715258.2,Not Available,Not Available,Not Available,83.2,242.1,3586.9,766.3,
3690946,Colonial Village Townhomes,8875 Ridge Avenue,19128,Multifamily Housing,71040,1980,1,881091000,68315.1,Not Available,Not Available,Not Available,Not Available,1,3,4,8.7,
3960078,The Chatham,135 S. 20th Street,19103,Multifamily Housing,85328,1927,1,881026300,1647689.6,Not Available,Not Available,Not Available,Not Available,19.3,60.6,Not Available,208.7,
3960530,Germantown Life Enrichment Center,5722 Greene Street,19144,Multifamily Housing,190000,1925,1,886810666,2065514.3,4511872.8,Not Available,Not Available,Not Available,34.6,59.1,2770.1,501.1,
4134811,Diamond Green,1000 Diamond St,19122,Multifamily Housing,129330,2012,1,881147275,5568230.5,1530710.5,Not Available,Not Available,Not Available,54.9,147.6,7016.1,786.3,
4124779,Erbe,1001-13  N th 2nd Street,19123,Multifamily Housing,134673,2009,1,881006630,202498.8,8542521.5,Not Available,Not Available,Not Available,64.9,71.3,4063.2,479,
3607693,"1079_1323_135 South 18th Street, Philadelphia",135 South 18th Street,19103,Multifamily Housing,99722,1912,1,883707000,4212127.6,2615701.8,Not Available,Not Available,Not Available,68.5,160.2,2754,672.2,
3780992,Watermark at Logan Square,2 Franklin Town Blvd,19103,Multifamily Housing,508400,1984,1,881435700,25508965,6318909.9,Not Available,Not Available,Not Available,70,190.6,19911.2,3565.8,
3959806,The Madison,216 S. 48th Street,19139,Multifamily Housing,66336,1940,1,881144025,291876.8,4418835,Not Available,Not Available,Not Available,71,83.8,5885.8,273.8,
3080640,Rittenhouse Claridge,201 S. 18th St.,19103,Multifamily Housing,447813,1951,0,881027000,11776408.8,20772514.4,Not Available,Not Available,Not Available,75.9,137.1,17085.9,2593.7,
4124780,Navona,1050 North Hancock St,19123,Multifamily Housing,163400,2009,1,881006665,8365449.5,5937604.6,Not Available,Not Available,Not Available,87.5,198.9,6116,1374.5,
4035747,"1079_1328_834 Chestnut Street, Philadelphia","834 Chestnut Street, Philadelphia",19107,Multifamily Housing,478920,1925,1,888054315,30626453.2,12836718.7,Not Available,Not Available,Not Available,90.8,228.9,24476.8,4559.7,
4000464,Sterling Apartment Homes,1801 John F Kennedy Blv,19103,Multifamily Housing,518241,1961,1,881035000,19705763.7,32723807.5,Not Available,Not Available,Not Available,101.2,185.7,41671.5,4232.2,
4008462,University Square,3901-55 Market Street,19104,Multifamily Housing,243200,1978,1,881115810,12903259.3,17223884.5,Not Available,Not Available,Not Available,123.9,241,21020.1,2548.1,
4072331,The Phoenix Building,1600 Arch Street,19006,Multifamily Housing,598068,1925,1,N/A,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
4138565,The Landreth,1201 S 23rd St,19146,Multifamily Housing,66619,1930,1,886650200,181679.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,194.6,
3721208,National Liberty Museum,321 Chestnut Street,19106,Museum,84410,1905,1,771737000,1206234.5,782788,Not Available,Not Available,Not Available,23.6,54.6,104.7,194.3,
3877972,Simeone Foundation Automotive Museum,6825 Norwitch Drive,19153,Museum,33000,2012,1,884163400,403298.4,568192.5,Not Available,Not Available,Not Available,29.4,56.5,76.6,81.3,
3970936,College of Physicians,19 S. 22nd Street,19103,Museum,68967,1909,1,772525500,2932360.5,Not Available,Not Available,1982704.8,Not Available,71.3,168.1,858.7,546.9,
3789969,Academy of Natural Sciences of Drexel University,1900 Benjamin Franklin Parkway,19103,Museum,250000,1876,1,772734500,13335143.5,Not Available,Not Available,7403281.4,Not Available,83,203.1,43.4,2344.2,
3884233,Franklin Institute,222 N 20th St,19103-1115,Museum,446000,1932,1,782779400,22372272.5,9375148.1,0,Not Available,Not Available,96.2,242.7,6979.8,3492.9,
3694560,Please Touch Museum at Memorial Hall,4231 Avenue of the Republic,19131,Museum,156000,1876,1,0,11701860,5924466.8,Not Available,Not Available,Not Available,113,275.4,2918.2,1796.3,
3690846,Historic Landmark Building,118 N. Broad Street,19102,Museum,71000,1865,1,772724000,5193354,3006713,Not Available,Not Available,Not Available,115.5,274.1,919.2,817.3,
3927653,Barnes Foundation,2025 Benjamin Franklin Parkway,19130,Museum,98388,2012,1,782425810,Not Available,34952,Not Available,2999059.3,Not Available,Not Available,Not Available,0,Not Available,
4066664,Independence Seaport Museum,211 S. Columbus Blvd,19106,Museum,100383,1995,1,781052550,211967.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3774259,Westmoreland 2150 LP,2150 E Westmoreland St,19096,Non-Refrigerated Warehouse,53000,1929,1,884201450,18291.7,Not Available,Not Available,Not Available,Not Available,0.3,1.1,Not Available,2.3,
3644128,Building 611,1120 Flagship Drive,19112,Non-Refrigerated Warehouse,215827,1942,1,788044100,305121.5,Not Available,Not Available,Not Available,Not Available,1.4,4.4,Not Available,38.6,
3637517,TL Tan LLC,3621 B Street,19134,Non-Refrigerated Warehouse,189000,1940,2,884043500,522492.2,165619.3,Not Available,Not Available,Not Available,3.6,9.6,328.3,75,
3642778,856-950 East Erie Avenue,950 East Erie Avenue,19134,Non-Refrigerated Warehouse,818423,1952,4,884108500,2639614,Not Available,Not Available,Not Available,Not Available,3.7,10.6,97.7,354.5,
3782718,Pier 80 South,2101 S. Columbus Blvd,19148,Non-Refrigerated Warehouse,581000,1930,2,884463835,2449661.4,Not Available,Not Available,Not Available,Not Available,4.2,13.2,0,310.2,
3782254,Pier 84,2401 south columbus boulevard,19148,Non-Refrigerated Warehouse,540000,1919,2,884463825,2748929,Not Available,Not Available,Not Available,Not Available,5.1,16,356.9,348.1,
3891490,Pier 38 South/40 South,801 S. Columbus Blvd,19148,Non-Refrigerated Warehouse,715000,1930,2,884018736,1192562.2,2528432.8,Not Available,Not Available,Not Available,5.2,9,1175.8,285.2,
3963466,Mar Vick Bren INC,5101-49  unruh ave.,19135,Non-Refrigerated Warehouse,125000,1950,1,884180500,530289.3,156653.1,Not Available,Not Available,Not Available,5.5,14.6,44.1,75.5,
3673448,Charles Schober Company,2024 North 2nd Street,19122,Non-Refrigerated Warehouse,83950,1923,1,884080331,119035.5,566043.2,Not Available,Not Available,Not Available,8.2,11.5,98.9,45.1,
3891494,Pier 78 South,1989 S. Columbus Blvd,19148,Non-Refrigerated Warehouse,362000,1930,1,884463820,3113450,Not Available,Not Available,Not Available,Not Available,8.6,27,337.2,394.3,
3977234,Eastern Electrical Liquidators,1511 N 26th St,19121,Non-Refrigerated Warehouse,100000,1800,2,884100600,808725.5,275050.5,Not Available,Not Available,Not Available,10.8,28.3,227.7,117,
3774263,State 6225 LP,6201 Tacony St,19135,Non-Refrigerated Warehouse,72000,1929,2,884178501,778033.6,Not Available,Not Available,Not Available,Not Available,10.8,33.9,74.9,98.5,
3912799,Origlio Property Holding,3000 Meeting House Road,19154,Non-Refrigerated Warehouse,268000,2001,1,884292800,22035.4,2902829.6,Not Available,Not Available,Not Available,10.9,11.6,1079.4,156.9,
3966799,11620 Caroline Rd.,11620 Caroline Rd.,19154,Non-Refrigerated Warehouse,70814,1970,1,884270000,223990.6,713917.8,Not Available,Not Available,Not Available,13.2,20.5,118.1,66.3,
3697846,Cambridge Hanover 3250 S. 76th,3250 S. 76th St.,19153,Non-Refrigerated Warehouse,247447,1990,1,884167500,1791429,3217518.6,Not Available,Not Available,Not Available,20.2,36.4,82.9,397.7,
3982225,Columbus Blvd. 2055,2055 Richmond St.,19125,Non-Refrigerated Warehouse,72000,1970,1,884105000,780938.6,1595035.5,Not Available,Not Available,Not Available,33,57.3,153.5,183.6,
